Active,Case-Fatality_Ratio,Combined_Key,Confirmed,Country/Region,Date,Deaths,Incidence_Rate,Latitude,Longitude,Province/State,Recovered,Difference,timestamp,Prediction,Month
4524.0,8.198014224,"Quebec, Canada",71005,Canada,2020-09-26,5821,831.6667982000001,52.9399,-73.5491,Quebec,60660,698.0,1601078400.0,338.95583011816416,September
4947.0,8.101417226,"Quebec, Canada",71901,Canada,2020-09-27,5825,842.1614599,52.9399,-73.5491,Quebec,61129,896.0,1601164800.0,337.83702340728996,September
5196.0,8.019160094148738,"Quebec, Canada",72651,Canada,2020-09-28,5826,850.946053925226,52.9399,-73.5491,Quebec,61629,750.0,1601251200.0,336.7182166964121,September
5522.0,7.9414567733151795,"Quebec, Canada",73450,Canada,2020-09-29,5833,860.3045747588864,52.9399,-73.5491,Quebec,62095,799.0,1601337600.0,335.59940998553793,September
5890.0,7.853219900926125,"Quebec, Canada",74288,Canada,2020-09-30,5834,870.1198944817993,52.9399,-73.5491,Quebec,62564,838.0,1601424000.0,334.48060327466374,September
6227.0,7.777083527206497,"Quebec, Canada",75221,Canada,2020-10-01,5850,881.0479294477631,52.9399,-73.5491,Quebec,63144,933.0,1601510400.0,333.36179656378954,October
6733.0,7.678995188336632,"Quebec, Canada",76273,Canada,2020-10-02,5857,893.3697866655485,52.9399,-73.5491,Quebec,63683,1052.0,1601596800.0,332.24298985291534,October
7035.0,7.582062548462135,"Quebec, Canada",77380,Canada,2020-10-03,5867,906.3358474451004,52.9399,-73.5491,Quebec,64478,1107.0,1601683200.0,331.12418314204115,October
7277.0,7.491811009571879,"Quebec, Canada",78459,Canada,2020-10-04,5878,918.9739500477533,52.9399,-73.5491,Quebec,65304,1079.0,1601769600.0,330.00537643116695,October
7586.0,7.387319522912742,"Quebec, Canada",79650,Canada,2020-10-05,5884,932.9238853580026,52.9399,-73.5491,Quebec,66180,1191.0,1601856000.0,328.88656972029275,October
8082.0,7.281457525859728,"Quebec, Canada",81014,Canada,2020-10-06,5899,948.9001336898084,52.9399,-73.5491,Quebec,67033,1364.0,1601942400.0,327.76776300941856,October
8273.0,7.210000732475523,"Quebec, Canada",81914,Canada,2020-10-07,5906,959.4416465187123,52.9399,-73.5491,Quebec,67735,900.0,1602028800.0,326.64895629854436,October
8492.0,7.1271929824561395,"Quebec, Canada",82992,Canada,2020-10-08,5915,972.0680363293327,52.9399,-73.5491,Quebec,68585,1078.0,1602115200.0,325.53014958766653,October
8572.0,7.058767569624468,"Quebec, Canada",84094,Canada,2020-10-09,5936,984.975533148724,52.9399,-73.5491,Quebec,69586,1102.0,1602201600.0,324.41134287679233,October
8545.0,6.984305853904755,"Quebec, Canada",85191,Canada,2020-10-10,5950,997.8244660079547,52.9399,-73.5491,Quebec,70696,1097.0,1602288000.0,323.29253616591814,October
8341.0,6.911404455899597,"Quebec, Canada",86133,Canada,2020-10-11,5953,1008.8579161022077,52.9399,-73.5491,Quebec,71839,942.0,1602374400.0,322.17372945504394,October
8154.0,6.858213760117732,"Quebec, Canada",86976,Canada,2020-10-12,5965,1018.731799785281,52.9399,-73.5491,Quebec,72857,843.0,1602460800.0,321.05492274416974,October
8087.0,6.800241482612113,"Quebec, Canada",87791,Canada,2020-10-13,5970,1028.2777252914552,52.9399,-73.5491,Quebec,73734,815.0,1602547200.0,319.93611603329555,October
8534.0,6.716183113468324,"Quebec, Canada",88994,Canada,2020-10-14,5977,1042.3682141060904,52.9399,-73.5491,Quebec,74483,1203.0,1602633600.0,318.81730932242135,October
8491.0,6.6749663750653045,"Quebec, Canada",89963,Canada,2020-10-15,6005,1053.7179095852102,52.9399,-73.5491,Quebec,75467,969.0,1602720000.0,317.69850261154716,October
8488.0,6.611878968995144,"Quebec, Canada",91018,Canada,2020-10-16,6018,1066.0749051790922,52.9399,-73.5491,Quebec,76512,1055.0,1602806400.0,316.57969590067296,October
8488.0,6.611878968995144,"Quebec, Canada",91018,Canada,2020-10-17,6018,1066.0749051790922,52.9399,-73.5491,Quebec,76512,0.0,1602892800.0,315.46088918979876,October
