,Unnamed: 0,Active,Case-Fatality_Ratio,Combined_Key,Confirmed,Country/Region,Date,Deaths,Incidence_Rate,Latitude,Longitude,Province/State,Recovered,Count,Difference
192,192,5075.0,5.3571098244510615,"Ontario, Canada",54059,Canada,09-30-2020,2896,367.4526624055599,51.2538,-85.3232,Ontario,46088,54059,944.0
193,193,5153.0,5.30534560693959,"Ontario, Canada",54643,Canada,10-01-2020,2899,371.4222577522153,51.2538,-85.3232,Ontario,46591,54643,584.0
194,194,5367.0,5.386907449209932,"Ontario, Canada",55375,Canada,10-02-2020,2983,376.3978464401464,51.2538,-85.3232,Ontario,47025,55375,732.0
195,195,5428.0,5.390655956197543,"Ontario, Canada",55522,Canada,10-03-2020,2993,377.3970425291162,51.2538,-85.3232,Ontario,47101,55522,147.0
196,196,5468.0,5.351584606677985,"Ontario, Canada",56544,Canada,10-04-2020,3026,384.34383438576316,51.2538,-85.3232,Ontario,48050,56544,1022.0
197,197,5553.0,5.302421468255355,"Ontario, Canada",57238,Canada,10-05-2020,3035,389.0611274860697,51.2538,-85.3232,Ontario,48650,57238,694.0
198,198,5445.0,5.256510078726533,"Ontario, Canada",57795,Canada,10-06-2020,3038,392.84719702046516,51.2538,-85.3232,Ontario,49312,57795,557.0
199,199,5431.0,5.221470052575513,"Ontario, Canada",58202,Canada,10-07-2020,3039,395.6136787089734,51.2538,-85.3232,Ontario,49732,58202,407.0
200,200,5407.0,5.165243664386468,"Ontario, Canada",58913,Canada,10-08-2020,3043,400.4465250984802,51.2538,-85.3232,Ontario,50463,58913,711.0
201,201,5619.0,5.064048248018741,"Ontario, Canada",60189,Canada,10-09-2020,3048,409.11981904083024,51.2538,-85.3232,Ontario,51522,60189,1276.0
202,202,5823.0,5.001800975801435,"Ontario, Canada",61078,Canada,10-10-2020,3055,415.1625763407904,51.2538,-85.3232,Ontario,52200,61078,889.0
203,203,5535.0,4.9547650702033135,"Ontario, Canada",61678,Canada,10-11-2020,3056,419.2409277243405,51.2538,-85.3232,Ontario,53087,61678,600.0
204,204,5535.0,4.9547650702033135,"Ontario, Canada",61678,Canada,10-12-2020,3056,419.2409277243405,51.2538,-85.3232,Ontario,53087,61678,0.0
205,205,5799.0,4.848341232227488,"Ontario, Canada",63300,Canada,10-13-2020,3069,430.2660709645377,51.2538,-85.3232,Ontario,54432,63300,1622.0
206,206,5830.0,4.7915496473818875,"Ontario, Canada",64092,Canada,10-14-2020,3071,435.64949479082367,51.2538,-85.3232,Ontario,55191,64092,792.0
207,207,5827.0,4.748094900194366,"Ontario, Canada",64826,Canada,10-15-2020,3078,440.6386779833668,51.2538,-85.3232,Ontario,55921,64826,734.0
208,208,6006.0,4.69952837364978,"Ontario, Canada",65730,Canada,10-16-2020,3089,446.7833940679155,51.2538,-85.3232,Ontario,56635,65730,904.0
209,209,6013.0,4.691129362826215,"Ontario, Canada",65869,Canada,10-17-2020,3090,447.72821213843804,51.2538,-85.3232,Ontario,56766,65869,139.0
