,Active,Case-Fatality_Ratio,Combined_Key,Confirmed,Country/Region,Date,Deaths,Incidence_Rate,Latitude,Longitude,Province/State,Recovered,Difference,timestamp,Prediction,Month
174,1476.0,3.0594656707842574,"British Columbia, Canada",6962,Canada,2020-09-12,213,136.21821680923404,53.7267,-127.6476,British Columbia,5273,0.0,1599868800.0,85.29219083900898,September
175,1476.0,3.0594656710000003,"British Columbia, Canada",6962,Canada,2020-09-13,213,136.2182168,53.7267,-127.6476,British Columbia,5273,0.0,1599955200.0,85.78183524299675,September
176,1614.0,3.0086550350322847,"British Columbia, Canada",7279,Canada,2020-09-14,219,142.4206262790024,53.7267,-127.6476,British Columbia,5446,317.0,1600041600.0,86.27147964698452,September
177,1609.0,2.9690889370932765,"British Columbia, Canada",7376,Canada,2020-09-15,219,144.31852444483056,53.7267,-127.6476,British Columbia,5548,97.0,1600128000.0,86.76112405097047,September
178,1631.0,2.920778874,"British Columbia, Canada",7498,Canada,2020-09-16,219,146.7055716,53.7267,-127.6476,British Columbia,5648,122.0,1600214400.0,87.25076845495823,September
179,1705.0,2.870938275,"British Columbia, Canada",7663,Canada,2020-09-17,220,149.9339551,53.7267,-127.6476,British Columbia,5738,165.0,1600300800.0,87.740412858946,September
180,1822.0,2.8436623310000004,"British Columbia, Canada",7842,Canada,2020-09-18,223,153.436262,53.7267,-127.6476,British Columbia,5797,179.0,1600387200.0,88.23005726293195,September
181,1822.0,2.8436623310000004,"British Columbia, Canada",7842,Canada,2020-09-19,223,153.436262,53.7267,-127.6476,British Columbia,5797,0.0,1600473600.0,88.71970166691972,September
182,1822.0,2.8436623310000004,"British Columbia, Canada",7842,Canada,2020-09-20,223,153.436262,53.7267,-127.6476,British Columbia,5797,0.0,1600560000.0,89.20934607090749,September
183,1987.0,2.765594542,"British Columbia, Canada",8208,Canada,2020-09-21,227,160.59740359999995,53.7267,-127.6476,British Columbia,5994,366.0,1600646400.0,89.69899047489344,September
184,1488.0,2.733622351,"British Columbia, Canada",8304,Canada,2020-09-22,227,162.4757358,53.7267,-127.6476,British Columbia,6589,96.0,1600732800.0,90.1886348788812,September
185,1399.0,2.7039904710000005,"British Columbia, Canada",8395,Canada,2020-09-23,227,164.25623819999996,53.7267,-127.6476,British Columbia,6769,91.0,1600819200.0,90.67827928286897,September
186,1399.0,2.7039904710000005,"British Columbia, Canada",8395,Canada,2020-09-24,227,164.25623819999996,53.7267,-127.6476,British Columbia,6769,0.0,1600905600.0,91.16792368685492,September
187,1349.0,2.6617289669999997,"British Columbia, Canada",8641,Canada,2020-09-25,230,169.06946440000004,53.7267,-127.6476,British Columbia,7062,246.0,1600992000.0,91.65756809084269,September
188,1349.0,2.6617289669999997,"British Columbia, Canada",8641,Canada,2020-09-26,230,169.06946440000004,53.7267,-127.6476,British Columbia,7062,0.0,1601078400.0,92.14721249483046,September
189,1349.0,2.6617289669999997,"British Columbia, Canada",8641,Canada,2020-09-27,230,169.06946440000004,53.7267,-127.6476,British Columbia,7062,0.0,1601164800.0,92.6368568988164,September
190,1298.0,2.615626403233049,"British Columbia, Canada",8908,Canada,2020-09-28,233,174.29357588863212,53.7267,-127.6476,British Columbia,7377,267.0,1601251200.0,93.12650130280417,September
191,1268.0,2.596249861311439,"British Columbia, Canada",9013,Canada,2020-09-29,234,176.3480017382399,53.7267,-127.6476,British Columbia,7511,105.0,1601337600.0,93.61614570679194,September
192,1284.0,2.560735390676297,"British Columbia, Canada",9138,Canada,2020-09-30,234,178.79374679729682,53.7267,-127.6476,British Columbia,7620,125.0,1601424000.0,94.10579011077789,September
193,1261.0,2.5488069414316703,"British Columbia, Canada",9220,Canada,2020-10-01,235,180.39815555603818,53.7267,-127.6476,British Columbia,7724,82.0,1601510400.0,94.59543451476566,October
194,1302.0,2.537042959172796,"British Columbia, Canada",9381,Canada,2020-10-02,238,183.5482751921035,53.7267,-127.6476,British Columbia,7841,161.0,1601596800.0,95.0850789187516,October
195,1302.0,2.537042959172796,"British Columbia, Canada",9381,Canada,2020-10-03,238,183.5482751921035,53.7267,-127.6476,British Columbia,7841,0.0,1601683200.0,95.57472332273937,October
196,1302.0,2.537042959172796,"British Columbia, Canada",9381,Canada,2020-10-04,238,183.5482751921035,53.7267,-127.6476,British Columbia,7841,0.0,1601769600.0,96.06436772672714,October
197,1353.0,2.484854707875552,"British Columbia, Canada",9739,Canada,2020-10-05,242,190.55288904124248,53.7267,-127.6476,British Columbia,8144,358.0,1601856000.0,96.55401213071309,October
198,1384.0,2.479422822883853,"British Columbia, Canada",9841,Canada,2020-10-06,244,192.54861700943286,53.7267,-127.6476,British Columbia,8213,102.0,1601942400.0,97.04365653470086,October
199,1387.0,2.450783447167537,"British Columbia, Canada",9956,Canada,2020-10-07,244,194.7987024637653,53.7267,-127.6476,British Columbia,8325,115.0,1602028800.0,97.53330093868863,October
200,1394.0,2.4339360222531288,"British Columbia, Canada",10066,Canada,2020-10-08,245,196.9509581157354,53.7267,-127.6476,British Columbia,8427,110.0,1602115200.0,98.02294534267457,October
201,1406.0,2.405498281786941,"British Columbia, Canada",10185,Canada,2020-10-09,245,199.27930741195757,53.7267,-127.6476,British Columbia,8534,119.0,1602201600.0,98.51258974666234,October
202,1406.0,2.405498281786941,"British Columbia, Canada",10185,Canada,2020-10-10,245,199.27930741195757,53.7267,-127.6476,British Columbia,8534,0.0,1602288000.0,99.00223415065011,October
203,1406.0,2.405498281786941,"British Columbia, Canada",10185,Canada,2020-10-11,245,199.27930741195757,53.7267,-127.6476,British Columbia,8534,0.0,1602374400.0,99.49187855463606,October
204,1406.0,2.405498281786941,"British Columbia, Canada",10185,Canada,2020-10-12,245,199.27930741195757,53.7267,-127.6476,British Columbia,8534,0.0,1602460800.0,99.98152295862383,October
205,1476.0,2.32904788522452,"British Columbia, Canada",10734,Canada,2020-10-13,250,210.02101971133555,53.7267,-127.6476,British Columbia,9008,549.0,1602547200.0,100.4711673626116,October
206,1496.0,2.2952625780389275,"British Columbia, Canada",10892,Canada,2020-10-14,250,213.1124414659835,53.7267,-127.6476,British Columbia,9146,158.0,1602633600.0,100.96081176659754,October
207,1493.0,2.2657241254304874,"British Columbia, Canada",11034,Canada,2020-10-15,250,215.8908078530721,53.7267,-127.6476,British Columbia,9291,142.0,1602720000.0,101.45045617058531,October
208,1513.0,2.2432746447403704,"British Columbia, Canada",11189,Canada,2020-10-16,251,218.9235317263028,53.7267,-127.6476,British Columbia,9425,155.0,1602806400.0,101.94010057457308,October
209,1513.0,2.2432746447403704,"British Columbia, Canada",11189,Canada,2020-10-17,251,218.9235317263028,53.7267,-127.6476,British Columbia,9425,0.0,1602892800.0,102.42974497855903,October
