Active,Case-Fatality_Ratio,Combined_Key,Confirmed,Country/Region,Date,Deaths,Incidence_Rate,Latitude,Longitude,Province/State,Recovered,Difference,timestamp,Prediction
5445.0,5.256510078726533,"Ontario, Canada",57795,Canada,2020-10-06,3038,392.84719702046516,51.2538,-85.3232,Ontario,49312,557.0,1601942400.0,305.1975650025538
5431.0,5.221470052575513,"Ontario, Canada",58202,Canada,2020-10-07,3039,395.6136787089734,51.2538,-85.3232,Ontario,49732,407.0,1602028800.0,305.1286823262378
5407.0,5.165243664386468,"Ontario, Canada",58913,Canada,2020-10-08,3043,400.4465250984802,51.2538,-85.3232,Ontario,50463,711.0,1602115200.0,305.05979964992184
5619.0,5.064048248018741,"Ontario, Canada",60189,Canada,2020-10-09,3048,409.11981904083024,51.2538,-85.3232,Ontario,51522,1276.0,1602201600.0,304.99091697360586
5823.0,5.001800975801435,"Ontario, Canada",61078,Canada,2020-10-10,3055,415.1625763407904,51.2538,-85.3232,Ontario,52200,889.0,1602288000.0,304.9220342972899
5535.0,4.9547650702033135,"Ontario, Canada",61678,Canada,2020-10-11,3056,419.2409277243405,51.2538,-85.3232,Ontario,53087,600.0,1602374400.0,304.8531516209739
5535.0,4.9547650702033135,"Ontario, Canada",61678,Canada,2020-10-12,3056,419.2409277243405,51.2538,-85.3232,Ontario,53087,0.0,1602460800.0,304.7842689446579
5799.0,4.848341232227488,"Ontario, Canada",63300,Canada,2020-10-13,3069,430.2660709645377,51.2538,-85.3232,Ontario,54432,1622.0,1602547200.0,304.7153862683422
5830.0,4.7915496473818875,"Ontario, Canada",64092,Canada,2020-10-14,3071,435.64949479082367,51.2538,-85.3232,Ontario,55191,792.0,1602633600.0,304.6465035920262
5827.0,4.748094900194366,"Ontario, Canada",64826,Canada,2020-10-15,3078,440.6386779833668,51.2538,-85.3232,Ontario,55921,734.0,1602720000.0,304.5776209157102
6006.0,4.69952837364978,"Ontario, Canada",65730,Canada,2020-10-16,3089,446.7833940679155,51.2538,-85.3232,Ontario,56635,904.0,1602806400.0,304.50873823939423
6013.0,4.691129362826215,"Ontario, Canada",65869,Canada,2020-10-17,3090,447.72821213843804,51.2538,-85.3232,Ontario,56766,139.0,1602892800.0,304.43985556307825
