,Unnamed: 0,Unnamed: 0.1,Active,Case-Fatality_Ratio,Combined_Key,Confirmed,Country/Region,Date,Deaths,Incidence_Rate,Latitude,Longitude,Province/State,Recovered,Difference
199,199,199,1387.0,2.450783447167537,"British Columbia, Canada",9956,Canada,10-07-2020,244,194.7987024637653,53.7267,-127.6476,British Columbia,8325,115.0
200,200,200,1394.0,2.4339360222531288,"British Columbia, Canada",10066,Canada,10-08-2020,245,196.9509581157354,53.7267,-127.6476,British Columbia,8427,110.0
201,201,201,1406.0,2.405498281786941,"British Columbia, Canada",10185,Canada,10-09-2020,245,199.27930741195757,53.7267,-127.6476,British Columbia,8534,119.0
202,202,202,1406.0,2.405498281786941,"British Columbia, Canada",10185,Canada,10-10-2020,245,199.27930741195757,53.7267,-127.6476,British Columbia,8534,0.0
203,203,203,1406.0,2.405498281786941,"British Columbia, Canada",10185,Canada,10-11-2020,245,199.27930741195757,53.7267,-127.6476,British Columbia,8534,0.0
204,204,204,1406.0,2.405498281786941,"British Columbia, Canada",10185,Canada,10-12-2020,245,199.27930741195757,53.7267,-127.6476,British Columbia,8534,0.0
205,205,205,1476.0,2.32904788522452,"British Columbia, Canada",10734,Canada,10-13-2020,250,210.02101971133555,53.7267,-127.6476,British Columbia,9008,549.0
206,206,206,1496.0,2.2952625780389275,"British Columbia, Canada",10892,Canada,10-14-2020,250,213.1124414659835,53.7267,-127.6476,British Columbia,9146,158.0
207,207,207,1493.0,2.2657241254304874,"British Columbia, Canada",11034,Canada,10-15-2020,250,215.8908078530721,53.7267,-127.6476,British Columbia,9291,142.0
208,208,208,1513.0,2.2432746447403704,"British Columbia, Canada",11189,Canada,10-16-2020,251,218.9235317263028,53.7267,-127.6476,British Columbia,9425,155.0
209,209,209,1513.0,2.2432746447403704,"British Columbia, Canada",11189,Canada,10-17-2020,251,218.9235317263028,53.7267,-127.6476,British Columbia,9425,0.0
